Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Var13, Var14, Var15, Var16, Var17, Var18, Var19, Var20, Var21, Var22, Var23, Var24, Var25, Var26, Var27, Var28, Var29, Var30, Var31, Var32, Var33, Var34, Var35, Var36, Var37, Var38, Var39, Var40, Var41, Var42, Var43, Var44, Var45, Var46, Var47, Var48, Var49, Var50, Var51, Var52, Var53, Var54, Var55, Var56, Var57, Var58, Var59, Var60, Var61, Var62, Var63, Var64, Var65, Var66, Var67, Var68, Var69, Var70, Var71, Var72, Var73, Var74, Var75, Var76, Var77, Var78, Var79, Var80, Var81, Obj1, Obj2, Constr1, Constr2
127.633846, 133.439118, 161.736768, 96.591603, 229.066452, 162.996280, 190.538018, 36.887559, 88.374133, 52.392494, 41.748552, 232.177095, 142.412256, 175.571881, 219.368759, 187.159840, 170.022480, 28.131075, 219.824344, 34.039199, 249.505558, 156.045554, 115.811524, 225.296843, 233.006629, 113.636463, 105.264422, 136.464902, 157.775007, 140.205731, 225.338826, 32.628141, 68.687472, 19.495085, 218.780034, 213.333576, 24.051737, 117.111384, 35.005988, 214.706235, 209.825239, 167.289824, 208.061692, 2.776268, 186.962431, 202.883312, 137.851535, 96.252232, 36.851494, 193.306396, 203.383672, 177.205909, 68.526966, 18.608206, 144.335123, 2.196087, 55.023979, 246.737273, 203.733119, 93.575427, 250.306058, 240.062916, 90.766689, 75.341068, 142.309156, 81.651975, 16.372401, 33.039465, 211.852877, 165.828035, 197.383099, 234.439858, 10.849073, 135.359224, 106.330338, 28.635372, 30.698443, 18.845770, 165.681289, 121.504805, 248.017726, 126548115.695549, 110.369556, 0.000000, 14.602471
159.921459, 190.529026, 43.445283, 192.207503, 33.469594, 105.040846, 43.842399, 196.744590, 0.473683, 49.142278, 106.228485, 6.599847, 207.355707, 147.555100, 240.418454, 240.813962, 111.101577, 58.507592, 18.275918, 14.081093, 195.361741, 93.924220, 141.342309, 182.267139, 207.338277, 101.068813, 243.022949, 20.969978, 81.800164, 44.916210, 248.125168, 43.820532, 34.572719, 27.094239, 80.192813, 46.207972, 96.068256, 237.428727, 163.379790, 166.406939, 90.453472, 215.827399, 177.698024, 63.298971, 90.159437, 139.014822, 129.616526, 105.890514, 97.255933, 145.796205, 177.070044, 210.461194, 69.366894, 226.769265, 247.569130, 230.497594, 3.654219, 87.701726, 33.235405, 127.298858, 209.356884, 124.414425, 53.319674, 60.514821, 179.349307, 189.751868, 229.965069, 83.927029, 234.057661, 22.882041, 230.086322, 109.108154, 118.515262, 115.601744, 0.326665, 109.908902, 82.485975, 177.881823, 199.429920, 107.082711, 153.752686, 149130260.618978, 93.770341, 0.000000, 0.000000
69.763566, 156.338869, 200.529775, 7.368862, 53.263091, 30.701900, 95.291769, 40.332914, 56.768609, 232.116581, 194.766164, 244.616067, 173.616032, 230.098923, 103.874011, 126.305002, 5.287666, 95.110160, 83.044718, 78.167236, 204.051117, 192.187170, 252.460313, 134.209794, 29.290614, 145.906384, 11.225404, 190.402907, 202.355314, 53.310232, 20.268605, 58.005136, 33.637589, 150.512303, 141.801254, 189.407177, 162.972384, 49.878775, 215.104787, 189.721246, 205.797639, 139.979730, 200.020424, 88.104463, 45.047845, 216.794087, 86.272152, 128.003162, 142.614904, 24.163533, 162.179553, 197.415249, 65.668809, 173.670890, 27.399441, 172.861483, 204.663102, 116.938797, 248.604456, 89.778542, 94.284872, 217.410488, 220.205975, 168.178405, 131.642490, 47.712432, 83.873046, 176.408071, 81.406522, 220.160181, 97.126214, 148.230940, 181.151686, 51.059294, 25.957538, 191.575361, 112.718539, 6.021861, 100.721652, 88.300927, 66.667710, 242374694.275485, 113.575402, 0.000000, 17.808317
108.094648, 26.299355, 188.795412, 87.698709, 51.712169, 232.926515, 178.814496, 144.815002, 47.967335, 97.374800, 17.172296, 115.529408, 93.512261, 254.573328, 175.583124, 22.275665, 134.296042, 121.216015, 151.085020, 153.144792, 179.083524, 111.863933, 79.849369, 104.299561, 179.729858, 224.878534, 193.664505, 163.690567, 244.418408, 160.995356, 185.842916, 52.595304, 214.211365, 42.067634, 166.409232, 226.148127, 170.955765, 186.867162, 153.969796, 107.523763, 33.576154, 49.692516, 222.746102, 241.608822, 44.991536, 246.491914, 87.448668, 177.153248, 116.937027, 198.950660, 138.204116, 147.332091, 23.841230, 207.144156, 164.645097, 124.785027, 124.075570, 65.466283, 2.615156, 173.232651, 216.194580, 135.850786, 98.559241, 160.032454, 132.942262, 76.119522, 254.818717, 65.688148, 139.832876, 218.628731, 204.682168, 21.413603, 156.512274, 31.327060, 141.244320, 212.292457, 254.458650, 230.287806, 26.852444, 170.583362, 181.229986, 97450183.707572, 98.485167, 0.000000, 2.718081
9.882513, 13.042338, 244.306475, 239.291039, 166.158074, 246.957952, 131.847777, 206.183889, 232.026731, 156.758276, 123.081012, 186.296658, 129.576353, 33.970493, 0.146126, 63.044349, 231.241039, 10.503382, 120.929975, 199.527626, 112.621636, 142.842763, 78.437615, 21.502355, 150.162269, 42.838777, 9.313070, 91.119393, 77.817692, 35.101078, 184.731918, 174.294051, 138.375334, 168.680329, 3.512804, 26.271869, 30.796577, 100.767443, 88.674744, 112.330874, 35.057870, 47.319362, 23.154437, 28.143133, 223.917894, 25.087349, 234.779124, 254.917480, 138.602207, 208.960707, 167.188143, 203.279994, 13.327952, 142.638116, 101.184008, 251.306701, 116.186840, 129.852003, 243.569256, 76.259240, 224.571971, 156.522672, 179.500890, 6.655084, 21.281050, 193.060738, 147.622996, 237.781759, 245.820569, 235.553947, 144.311351, 181.758488, 57.534733, 133.925421, 40.319074, 88.059136, 158.429475, 17.143356, 34.117954, 119.805082, 137.310546, 166239841.356415, 100.169971, 0.000000, 4.402886
111.988889, 8.548811, 251.608919, 143.870223, 252.987603, 61.591378, 2.393204, 201.415577, 170.372257, 145.718332, 141.565235, 202.967944, 0.966656, 225.184993, 225.606763, 59.040971, 217.305596, 180.621464, 244.095087, 153.994504, 190.400693, 26.697098, 109.671500, 195.201313, 237.297876, 204.416998, 17.361737, 138.255831, 178.230635, 95.365792, 185.428621, 145.160078, 219.055006, 125.351691, 59.389118, 135.049415, 32.264305, 239.453531, 224.116916, 243.898869, 128.862848, 117.339361, 90.890372, 52.661777, 12.624104, 177.666703, 211.350715, 42.179056, 11.643088, 220.238332, 38.170553, 51.585839, 138.741599, 96.764985, 242.748633, 105.314417, 28.041427, 39.006218, 154.267273, 203.109742, 13.312842, 78.172282, 94.197047, 135.647236, 36.190500, 1.307432, 31.871106, 230.983348, 175.254364, 231.757866, 229.416321, 183.128722, 102.777055, 185.942012, 194.735293, 37.220255, 9.610649, 228.808924, 181.427939, 149.338154, 6.777236, 154662566.946053, 114.252958, 0.000000, 18.485873
223.880714, 200.834117, 156.347249, 242.757116, 215.438206, 221.887796, 9.940896, 18.254243, 140.909475, 119.784769, 209.996797, 80.085926, 133.930025, 237.648835, 17.983490, 157.847694, 119.321855, 107.538228, 167.877589, 126.689566, 83.849218, 121.485687, 67.030295, 44.624785, 51.504704, 36.126388, 94.641612, 16.823417, 245.882420, 19.577855, 233.799130, 220.673861, 115.920052, 132.464170, 3.464190, 188.060555, 116.460177, 176.701131, 91.880846, 220.850548, 220.340482, 240.037482, 225.906419, 156.567891, 97.181261, 170.233998, 235.372068, 70.443829, 244.797403, 26.508236, 9.993882, 163.771540, 169.638046, 56.750693, 213.717773, 92.337996, 6.855915, 188.477509, 10.268099, 248.243301, 158.640780, 137.375133, 0.461617, 89.544162, 29.410359, 119.402789, 123.759997, 72.430334, 62.379622, 91.360950, 208.007033, 70.512801, 43.103199, 7.225117, 178.712458, 58.917026, 138.095240, 144.423574, 125.427154, 120.657829, 17.040489, 196892717.078677, 128.674484, 0.000000, 32.907399
141.575068, 181.206074, 220.454613, 173.707133, 21.110644, 182.150446, 162.165755, 187.344737, 58.242143, 107.432074, 36.321853, 66.593378, 45.542467, 111.900258, 43.574877, 64.528827, 114.088664, 119.446116, 10.296760, 251.316942, 126.535849, 5.215893, 131.760041, 126.374962, 58.856172, 71.325202, 99.938299, 69.879492, 251.269903, 146.353167, 58.793469, 38.655306, 74.919094, 222.672999, 5.849333, 100.478543, 18.799147, 50.063476, 84.974291, 23.938114, 190.654129, 88.356712, 28.493514, 14.034483, 177.419360, 117.624864, 69.148216, 117.753183, 157.747478, 250.579812, 34.628669, 149.477081, 92.154178, 164.277765, 53.966965, 168.550232, 7.080353, 41.742083, 239.768346, 252.467585, 133.230752, 92.974677, 238.209516, 176.967251, 45.888369, 219.900211, 89.294968, 18.289633, 153.963898, 7.335564, 85.544868, 73.632730, 230.055010, 149.501414, 23.328956, 36.310282, 162.265554, 229.064695, 119.980107, 182.595831, 50.733283, 255191647.395727, 129.910939, 0.000000, 34.143854
150.663586, 172.517646, 169.568310, 58.870546, 17.300379, 219.506384, 68.818590, 184.557098, 148.193135, 96.176975, 4.516423, 71.869091, 208.267786, 5.419478, 59.791245, 249.673463, 211.601805, 252.573596, 141.896482, 78.924351, 51.567026, 154.993473, 162.244529, 24.520642, 43.473539, 126.339078, 78.864673, 53.371660, 43.841638, 112.871967, 85.558038, 106.018495, 197.413900, 167.448017, 160.585512, 40.735642, 140.427759, 201.031284, 121.176202, 31.328138, 14.237017, 10.029531, 180.246733, 15.848967, 96.562418, 8.288919, 72.732290, 46.128652, 76.327240, 68.606380, 47.964146, 164.620069, 33.869934, 155.250778, 120.521598, 114.845692, 170.465273, 247.349931, 163.904360, 102.472222, 113.575402, 146.557706, 137.113880, 252.881866, 199.301851, 149.880368, 58.812526, 51.553415, 106.474938, 251.771367, 181.307908, 106.621093, 24.108773, 75.759832, 54.159002, 9.347477, 187.597937, 34.084383, 0.180551, 83.791590, 223.909398, 178865451.209110, 118.034078, 0.000000, 22.266993
89.434034, 231.147809, 218.567395, 2.222846, 67.201940, 186.797463, 132.180532, 143.273505, 115.753034, 105.834765, 3.997621, 125.148367, 149.197067, 159.473883, 253.567409, 23.267189, 65.720316, 91.109403, 244.848259, 214.494852, 7.107748, 57.261677, 212.857160, 49.878977, 187.093873, 11.074810, 40.310314, 189.141043, 90.167966, 136.695820, 159.636293, 195.808095, 72.309895, 88.051590, 174.762990, 209.452223, 187.239668, 213.997809, 129.956875, 156.917343, 100.957114, 33.335724, 216.063634, 44.958790, 103.751711, 117.550835, 239.086213, 187.758689, 199.553962, 86.782809, 152.903956, 146.237318, 187.452031, 128.499518, 40.918063, 214.091679, 158.427454, 57.221998, 164.666592, 2.488441, 96.998785, 32.453710, 68.194819, 11.179538, 196.008267, 206.019793, 187.385476, 159.258822, 233.705206, 218.879865, 106.429747, 138.860197, 185.747750, 36.758493, 29.235021, 110.569488, 82.675457, 56.517596, 14.673936, 29.359114, 57.871193, 179328332.392651, 135.880317, 0.000000, 40.113231
